location	Adams County WA	46.985877	-118.480355
location	Asotin County	46.1460	-117.2085
location	Benton County	46.190531	-119.520720
location	Chelan County	47.8012197	-120.6276904
location	Clallam County	47.9998383	-123.7373472
location	Clark County WA	45.7669047	-122.4940866
location	Cowlitz County	46.186419	-122.679487
location	Douglas County WA	47.7652709	-119.6075365
location	Franklin County WA	46.517555	-118.921601
location	Grant County WA	47.209925	-119.420874
location	Grays Harbor County	47.1744169	-123.8658829
location	Jefferson County WA	47.728342	-123.606395
location	King County	47.449221	-121.864246
location	Kittitas County	47.1750	-120.9319
location	Klickitat County	45.8767731	-120.7976033
location	Lewis County WA	46.5612011	-122.4225561
location	Lincoln County WA	47.5664588	-118.3588615
location	Mason County	47.4251	-123.1951
location	Pacific County	46.5334929	-123.768029
location	Pierce County WA	47.0022547	-122.2117983
location	San Juan County	48.5443087	-122.9919497
location	Skagit County	48.485784	-121.815524
location	Snohomish County	48.006	-122.0731
location	Spokane County	47.605929	-117.398931
location	Thurston County	46.935508	-122.867349
location	Walla Walla County	46.2055155	-118.5174284
location	Whatcom County	48.830959	-121.791189
location	Yakima County	46.430431	-120.711765
